0,4.285714,0.004182,0.001352,0.233333,239.135833,739.840174
1,21.428571,0.007060,0.004417,0.046667,141.646605,226.373521
2,42.857143,0.007377,0.004657,0.023333,135.555275,214.718288
3,64.285714,0.007564,0.005187,0.015556,132.199993,192.785232
4,85.714286,0.007905,0.005328,0.011667,126.509969,187.694419
